Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,No,Travel_Rarely,112,Sales,26,5,Life Sciences,11665,2,Female,82,3,3,Laboratory Technician,3,Single,11102,26123,2,No,21,3,2,0,38,4,3,20,12,9,10
42,No,Travel_Rarely,932,Human Resources,28,3,Medical,11666,4,Female,65,3,1,Healthcare Representative,3,Married,4455,19996,7,No,11,3,1,0,18,6,3,7,2,9,7
37,No,Travel_Rarely,1181,Sales,22,5,Life Sciences,11667,4,Female,84,1,2,Manager,4,Married,7041,5832,3,No,16,3,1,0,19,1,4,4,4,2,4
27,Yes,Travel_Frequently,1156,Research & Development,14,3,Medical,11668,1,Male,40,3,5,Sales Representative,4,Married,14907,7117,7,No,18,3,2,0,5,0,3,5,5,9,5
24,No,Travel_Rarely,567,Research & Development,10,3,Life Sciences,11669,1,Male,54,3,1,Research Scientist,2,Single,4382,20937,9,No,17,3,2,1,1,3,3,0,0,6,0
42,No,Travel_Rarely,1490,Research & Development,17,4,Life Sciences,11670,1,Male,40,2,2,Sales Executive,3,Single,8606,25428,2,No,16,3,3,1,20,0,3,13,5,4,6
34,No,Travel_Frequently,1293,Research & Development,23,3,Human Resources,11671,2,Male,39,3,2,Sales Representative,4,Divorced,7187,4054,8,No,17,3,1,1,9,6,2,4,0,5,4
39,No,Travel_Rarely,315,Research & Development,1,3,Life Sciences,11672,3,Female,79,3,4,Manufacturing Director,3,Married,13840,16200,6,No,15,4,2,1,15,0,3,9,8,2,1
45,No,Travel_Rarely,1363,Research & Development,17,1,Technical Degree,11673,3,Female,33,4,3,Laboratory Technician,3,Single,11827,5476,6,No,14,3,4,1,27,3,1,18,0,2,12
48,No,Travel_Rarely,616,Sales,5,3,Marketing,11674,3,Male,41,3,1,Laboratory Technician,3,Married,6335,25969,3,Yes,11,3,4,0,28,2,2,20,6,4,1
25,No,Travel_Rarely,447,Research & Development,20,1,Human Resources,11675,3,Male,32,4,2,Sales Executive,4,Married,6286,26871,5,No,11,3,2,0,5,4,4,4,1,6,4
43,No,Travel_Rarely,449,Research & Development,2,2,Marketing,11676,3,Male,48,3,1,Research Scientist,4,Divorced,5808,14440,1,Yes,17,3,3,2,21,1,2,13,8,7,0
45,No,Travel_Rarely,607,Research & Development,9,5,Marketing,11677,1,Male,34,4,5,Manufacturing Director,3,Married,16278,26555,0,Yes,15,3,3,0,20,4,3,0,0,5,0
31,No,Travel_Frequently,722,Sales,1,2,Life Sciences,11678,3,Female,41,3,3,Sales Executive,2,Single,11482,6710,4,No,13,3,4,0,8,3,3,8,3,4,1
23,No,Travel_Rarely,984,Research & Development,19,3,Technical Degree,11679,4,Female,83,3,1,Manufacturing Director,1,Divorced,3958,16560,8,No,22,3,1,3,5,3,4,5,0,6,3
27,No,Travel_Rarely,1432,Research & Development,15,5,Medical,11680,1,Female,86,3,1,Sales Executive,2,Married,4977,5071,5,No,12,3,2,0,3,3,4,3,0,1,3
39,No,Travel_Frequently,666,Research & Development,22,3,Life Sciences,11681,1,Female,46,4,1,Sales Executive,4,Married,4680,13137,7,Yes,15,3,1,0,19,3,3,13,7,4,10
38,No,Travel_Rarely,492,Research & Development,29,3,Life Sciences,11682,4,Male,33,4,2,Sales Representative,3,Single,6483,7937,7,No,14,3,4,1,20,2,1,14,6,3,0
59,No,Travel_Rarely,177,Human Resources,17,3,Life Sciences,11683,4,Female,93,3,1,Research Director,2,Married,5909,3526,1,No,22,4,1,3,40,0,3,10,4,7,2
44,No,Travel_Rarely,310,Research & Development,16,2,Medical,11684,3,Female,31,3,5,Research Scientist,4,Married,16246,5463,9,No,19,3,3,1,20,6,2,19,0,9,9
51,No,Travel_Rarely,210,Sales,1,5,Marketing,11685,1,Male,41,3,2,Sales Representative,1,Single,10256,18780,9,No,17,3,4,1,27,2,3,16,7,2,1
42,No,Travel_Rarely,1014,Sales,29,2,Life Sciences,11686,3,Male,47,3,5,Sales Executive,1,Divorced,15458,21776,0,No,18,3,2,0,23,2,3,7,6,2,7
31,No,Travel_Frequently,276,Research & Development,7,4,Life Sciences,11687,1,Female,63,3,4,Research Scientist,4,Married,14375,15099,6,No,14,3,1,0,10,3,1,6,4,1,6
34,No,Travel_Rarely,1292,Research & Development,11,2,Life Sciences,11688,4,Male,49,4,4,Laboratory Technician,2,Married,13263,13456,8,Yes,16,4,1,0,12,2,4,12,11,9,3
33,No,Travel_Rarely,442,Research & Development,9,2,Life Sciences,11689,3,Male,95,3,2,Research Scientist,4,Married,7364,24257,0,No,11,4,3,1,14,4,3,0,0,2,0
30,Yes,Non-Travel,856,Research & Development,10,1,Life Sciences,11690,4,Male,98,4,1,Research Scientist,1,Divorced,3308,9775,1,No,20,3,1,1,5,2,4,5,2,0,3
25,No,Travel_Rarely,108,Research & Development,20,1,Life Sciences,11691,4,Female,64,3,4,Manufacturing Director,3,Married,11786,16967,4,No,25,3,3,0,1,3,4,1,1,4,1
60,No,Travel_Rarely,141,Sales,11,3,Medical,11692,4,Male,83,3,1,Manufacturing Director,4,Married,5974,15707,1,No,17,3,2,0,37,4,4,3,3,2,3
45,No,Travel_Rarely,232,Research & Development,6,3,Medical,11693,1,Male,94,3,2,Research Director,1,Married,7588,12331,4,Yes,12,4,2,0,26,3,3,14,13,6,3
55,No,Travel_Rarely,1125,Sales,28,4,Life Sciences,11694,3,Female,72,4,1,Sales Executive,1,Married,5275,15183,7,No,15,3,1,3,36,3,4,4,0,2,4
60,No,Travel_Rarely,537,Research & Development,1,1,Marketing,11695,4,Female,59,4,4,Sales Representative,4,Married,14011,15923,3,No,13,4,3,0,38,4,3,20,14,5,4
26,Yes,Travel_Rarely,288,Research & Development,8,3,Life Sciences,11696,2,Female,99,3,4,Manager,2,Married,13248,13054,2,No,24,3,3,0,2,3,2,2,2,8,1
36,No,Travel_Rarely,728,Sales,4,2,Medical,11697,1,Male,76,1,1,Research Scientist,1,Single,4427,8312,9,No,14,3,4,1,16,0,3,9,9,8,6
25,Yes,Travel_Rarely,149,Sales,27,3,Life Sciences,11698,1,Male,50,4,2,Sales Executive,2,Single,6946,18294,3,No,19,3,1,3,0,3,1,0,0,7,0
60,No,Non-Travel,1112,Research & Development,25,3,Medical,11699,4,Male,45,4,1,Sales Executive,2,Married,5278,16225,3,Yes,13,3,2,0,40,1,3,20,14,3,13
29,No,Travel_Rarely,494,Research & Development,5,3,Life Sciences,11700,1,Male,97,4,2,Laboratory Technician,4,Single,8734,21089,9,Yes,22,3,4,1,10,3,1,10,10,5,10
45,No,Travel_Rarely,1444,Research & Development,8,2,Medical,11701,2,Female,64,2,5,Laboratory Technician,2,Married,17254,23542,8,Yes,13,3,2,1,27,2,3,20,14,5,6
49,No,Travel_Rarely,528,Research & Development,29,4,Medical,11702,3,Female,76,3,1,Laboratory Technician,3,Divorced,4830,24738,2,No,13,3,4,0,25,3,3,7,2,2,7
48,No,Travel_Rarely,1291,Research & Development,22,3,Medical,11703,4,Male,86,1,1,Research Scientist,2,Married,6272,4757,9,Yes,11,3,2,1,30,3,4,17,8,1,1
22,Yes,Non-Travel,1230,Sales,12,3,Life Sciences,11704,4,Male,63,1,1,Manufacturing Director,1,Divorced,3266,3230,7,No,23,4,2,0,0,3,2,0,0,3,0
55,No,Travel_Rarely,479,Research & Development,24,2,Medical,11705,4,Male,92,3,5,Healthcare Representative,4,Divorced,17578,15062,2,No,20,3,4,0,36,2,2,7,1,9,2
38,No,Travel_Frequently,297,Research & Development,11,3,Technical Degree,11706,4,Male,41,4,1,Laboratory Technician,4,Married,5070,9661,3,Yes,17,3,1,3,15,3,3,11,11,6,2
58,Yes,Travel_Rarely,1115,Research & Development,10,5,Life Sciences,11707,4,Male,37,2,1,Laboratory Technician,1,Married,7337,5742,5,No,22,3,2,0,37,3,4,3,3,6,3
59,No,Non-Travel,827,Sales,2,2,Marketing,11708,2,Female,69,3,1,Sales Executive,2,Married,5543,14377,6,No,15,3,4,1,36,3,2,18,9,3,13
47,No,Travel_Rarely,935,Research & Development,24,4,Life Sciences,11709,2,Female,58,4,3,Laboratory Technician,4,Single,9730,18588,7,No,16,3,3,1,22,0,3,14,2,0,6
45,No,Travel_Rarely,1244,Sales,6,3,Life Sciences,11710,4,Female,75,4,2,Sales Executive,3,Married,7644,18907,3,No,23,3,4,0,27,2,3,18,9,0,10
60,No,Travel_Rarely,925,Research & Development,21,3,Marketing,11711,2,Male,95,1,2,Laboratory Technician,4,Married,9022,9307,4,No,25,3,4,2,40,2,2,2,2,1,2
42,No,Travel_Rarely,991,Sales,9,5,Medical,11712,4,Male,84,4,3,Manufacturing Director,3,Single,10844,24931,1,No,11,4,4,1,22,4,4,2,2,8,2
51,No,Travel_Frequently,836,Research & Development,13,5,Medical,11713,3,Female,63,3,1,Human Resources,3,Married,6347,26928,4,No,21,4,3,0,30,1,3,11,11,0,2
34,No,Travel_Rarely,1222,Sales,3,2,Human Resources,11714,4,Male,30,1,3,Laboratory Technician,2,Divorced,9520,4073,2,No,22,3,2,1,16,3,3,4,3,0,4
58,No,Travel_Rarely,351,Research & Development,24,4,Human Resources,11715,2,Male,69,1,2,Laboratory Technician,3,Single,8393,7870,4,Yes,22,3,3,0,38,3,4,7,3,7,0
24,No,Travel_Rarely,358,Research & Development,19,3,Technical Degree,11716,3,Male,83,1,4,Laboratory Technician,3,Single,13042,23986,8,No,15,4,3,0,2,1,3,2,2,4,2
53,No,Travel_Rarely,851,Research & Development,10,3,Medical,11717,2,Female,32,3,3,Research Scientist,4,Married,12557,26494,0,No,15,3,4,1,34,2,2,16,3,3,8
56,No,Travel_Rarely,852,Research & Development,23,3,Life Sciences,11718,4,Female,48,4,4,Sales Executive,4,Single,15037,12554,6,No,18,3,4,1,36,2,4,0,0,2,0
40,No,Travel_Frequently,564,Research & Development,2,5,Life Sciences,11719,4,Female,42,4,1,Manufacturing Director,4,Single,3964,23357,9,Yes,15,3,3,3,19,3,3,10,7,7,6
35,No,Travel_Frequently,695,Sales,1,3,Medical,11720,2,Male,69,4,1,Sales Executive,4,Married,5309,25501,6,No,20,3,3,2,15,2,4,15,8,0,12
43,No,Travel_Rarely,195,Research & Development,26,5,Medical,11721,3,Female,46,3,3,Laboratory Technician,4,Married,11116,15765,3,Yes,14,3,3,0,18,2,3,0,0,8,0
38,No,Travel_Rarely,1172,Research & Development,22,3,Other,11722,1,Female,53,3,4,Sales Executive,3,Married,14979,10974,3,No,25,3,4,1,17,1,4,1,1,9,1
25,No,Travel_Frequently,903,Research & Development,3,3,Medical,11723,4,Male,89,4,3,Research Director,3,Married,9685,15498,1,No,14,3,4,0,2,2,4,2,0,2,2
40,No,Travel_Rarely,1298,Sales,12,3,Life Sciences,11724,3,Female,88,3,5,Healthcare Representative,2,Single,16154,10042,1,No,22,3,2,0,21,3,3,18,13,1,9
58,No,Non-Travel,1177,Research & Development,28,3,Medical,11725,1,Male,79,4,1,Research Scientist,4,Married,6693,20072,8,Yes,24,4,4,0,37,2,1,7,0,1,7
23,No,Travel_Rarely,589,Research & Development,16,3,Life Sciences,11726,3,Female,59,3,1,Research Scientist,4,Married,3469,24961,0,No,19,3,1,1,3,3,3,3,3,7,0
36,No,Non-Travel,329,Research & Development,1,3,Life Sciences,11727,4,Female,34,2,2,Research Scientist,4,Married,7098,23290,1,No,12,3,3,0,12,2,3,8,8,9,2
23,No,Travel_Rarely,300,Research & Development,23,3,Medical,11728,4,Male,68,4,2,Laboratory Technician,1,Married,5668,20172,0,No,12,4,3,1,5,2,2,3,3,3,3
32,No,Travel_Rarely,841,Research & Development,22,4,Life Sciences,11729,4,Male,30,3,3,Manufacturing Director,4,Married,9901,21227,2,Yes,16,4,1,0,9,2,3,9,8,2,9
44,No,Travel_Rarely,879,Research & Development,6,2,Marketing,11730,3,Male,34,3,1,Sales Executive,2,Single,5728,23578,1,Yes,13,3,4,1,26,2,3,19,3,7,3
31,No,Travel_Rarely,693,Human Resources,21,1,Life Sciences,11731,1,Female,98,3,3,Manufacturing Director,1,Married,11073,4834,4,No,14,3,3,1,6,2,3,4,0,8,4
24,No,Travel_Rarely,1379,Research & Development,14,3,Medical,11732,4,Male,64,1,4,Sales Executive,4,Married,12732,11344,9,Yes,13,3,2,0,0,3,3,0,0,9,0
26,No,Travel_Rarely,159,Human Resources,20,3,Medical,11733,1,Female,49,4,1,Research Director,3,Divorced,4012,10049,8,No,25,3,4,1,1,2,1,1,1,1,1
24,No,Travel_Rarely,1359,Research & Development,22,1,Marketing,11734,2,Male,46,3,3,Laboratory Technician,4,Single,10656,24527,3,No,11,3,3,0,1,6,3,1,1,7,1
59,No,Travel_Rarely,1312,Sales,22,3,Technical Degree,11735,1,Female,81,3,2,Research Director,1,Married,9047,25623,8,No,25,3,3,0,34,3,1,7,7,6,7
34,No,Non-Travel,1026,Research & Development,28,5,Life Sciences,11736,4,Male,56,4,2,Manufacturing Director,2,Married,5688,10816,6,No,22,3,2,0,15,3,2,12,10,9,1
40,No,Travel_Rarely,1287,Research & Development,7,3,Marketing,11737,3,Male,96,3,2,Research Scientist,1,Single,9594,24633,1,No,18,3,3,0,20,1,3,3,3,2,3
56,No,Non-Travel,133,Sales,7,5,Life Sciences,11738,3,Female,43,3,2,Manager,3,Married,9839,21973,0,Yes,12,3,3,0,32,4,3,18,7,7,5
45,No,Travel_Rarely,414,Research & Development,14,4,Marketing,11739,4,Male,39,4,5,Sales Executive,3,Married,16917,11297,1,Yes,14,3,3,2,24,2,3,9,1,9,5
45,Yes,Travel_Rarely,199,Research & Development,11,2,Technical Degree,11740,3,Male,56,4,1,Laboratory Technician,1,Divorced,4674,26975,4,No,20,3,1,2,23,2,2,9,9,9,9
38,No,Travel_Rarely,1196,Research & Development,12,4,Marketing,11741,3,Male,89,3,3,Research Scientist,3,Married,10390,23593,3,Yes,15,3,3,1,13,3,2,11,11,2,11
31,No,Travel_Rarely,1281,Sales,4,3,Life Sciences,11742,4,Male,60,2,1,Manager,4,Divorced,4660,19817,9,Yes,12,3,3,0,11,4,3,3,3,4,3
23,No,Travel_Frequently,1419,Research & Development,29,5,Life Sciences,11743,3,Male,57,4,4,Sales Representative,1,Divorced,12969,2757,3,No,19,3,2,1,3,2,1,3,3,9,3
44,No,Travel_Rarely,986,Research & Development,21,2,Medical,11744,3,Female,81,4,2,Laboratory Technician,1,Married,6785,10496,0,Yes,17,3,4,0,22,0,3,15,2,7,1
27,No,Travel_Frequently,1199,Sales,20,2,Life Sciences,11745,4,Female,71,1,1,Research Scientist,3,Divorced,3973,4046,7,No,22,3,1,1,3,6,1,3,3,8,3
23,No,Travel_Frequently,238,Research & Development,29,2,Medical,11746,2,Male,93,3,2,Research Scientist,4,Single,7589,4405,3,No,12,3,1,1,0,1,2,0,0,3,0
42,No,Travel_Rarely,372,Sales,5,1,Life Sciences,11747,4,Male,40,4,5,Manufacturing Director,2,Married,16610,4812,5,No,18,3,3,1,17,2,3,11,4,8,7
56,No,Travel_Frequently,538,Research & Development,26,3,Life Sciences,11748,3,Male,50,3,1,Laboratory Technician,4,Single,5929,5103,7,No,17,3,2,1,33,3,3,9,5,8,9
50,No,Travel_Frequently,1004,Research & Development,24,2,Technical Degree,11749,2,Female,34,3,2,Healthcare Representative,4,Divorced,8470,2609,3,No,21,3,3,2,31,2,1,4,4,1,4
28,No,Travel_Rarely,1096,Sales,9,3,Technical Degree,11750,3,Male,45,4,2,Research Scientist,3,Married,6377,21135,0,No,11,3,2,0,7,2,3,2,2,5,2
50,No,Travel_Rarely,1295,Sales,25,3,Marketing,11751,3,Male,43,3,3,Laboratory Technician,4,Married,11296,2384,7,No,19,3,2,0,29,2,1,10,3,0,1
58,Yes,Travel_Frequently,1152,Research & Development,17,2,Life Sciences,11752,3,Male,47,1,1,Sales Executive,3,Married,5319,14540,9,No,25,3,4,0,39,4,2,6,6,0,2
44,No,Travel_Frequently,1210,Research & Development,11,3,Medical,11753,3,Male,42,4,2,Healthcare Representative,3,Married,8500,19875,0,No,17,3,2,2,26,2,3,16,8,2,12
54,No,Travel_Frequently,142,Research & Development,6,2,Life Sciences,11754,3,Female,84,4,4,Sales Representative,3,Married,14512,12179,1,No,11,3,4,0,32,4,3,19,6,0,4
29,No,Travel_Rarely,1088,Research & Development,24,2,Medical,11755,1,Male,55,3,1,Research Scientist,2,Single,4547,11120,0,No,20,3,3,0,5,2,3,0,0,2,0
33,No,Travel_Rarely,345,Sales,1,3,Marketing,11756,4,Male,75,2,3,Research Director,4,Divorced,9110,24851,1,No,23,3,4,1,8,3,4,8,8,2,0
31,No,Travel_Frequently,1454,Research & Development,6,1,Medical,11757,3,Male,77,4,2,Sales Executive,1,Single,6991,26369,4,No,14,3,2,2,8,4,4,8,8,1,8
36,No,Travel_Rarely,324,Sales,19,3,Medical,11758,2,Female,72,3,1,Research Scientist,4,Divorced,4645,12317,1,No,11,3,4,2,14,1,4,6,1,2,6
45,No,Travel_Frequently,1099,Sales,21,2,Marketing,11759,4,Female,94,4,2,Research Scientist,2,Married,8182,6874,4,No,13,3,1,0,27,2,4,13,2,8,3
47,No,Travel_Rarely,1094,Sales,26,4,Life Sciences,11760,4,Male,35,3,2,Laboratory Technician,1,Married,8362,22555,3,No,22,3,4,3,22,2,4,20,2,3,12
60,No,Travel_Rarely,498,Research & Development,16,4,Life Sciences,11761,3,Male,55,3,5,Manager,2,Married,17632,26473,7,No,15,3,4,2,39,2,2,8,8,1,8
24,Yes,Travel_Rarely,918,Research & Development,27,1,Life Sciences,11762,1,Female,45,2,2,Sales Representative,3,Divorced,6780,16245,3,No,16,3,4,1,0,3,1,0,0,7,0
23,Yes,Travel_Rarely,1031,Research & Development,20,3,Medical,11763,4,Male,72,4,3,Research Scientist,1,Single,9982,16013,5,Yes,15,3,1,2,2,2,3,2,0,1,1
27,Yes,Travel_Rarely,1166,Sales,10,2,Other,11764,3,Female,53,3,2,Manufacturing Director,2,Single,8531,3239,6,No,22,3,3,1,2,4,2,2,1,8,0
42,No,Travel_Rarely,969,Research & Development,28,2,Technical Degree,11765,3,Male,84,3,2,Laboratory Technician,4,Divorced,8836,9695,6,No,20,3,3,1,22,3,4,3,3,0,3
30,No,Travel_Frequently,804,Sales,21,3,Life Sciences,11766,1,Male,75,2,2,Sales Executive,1,Married,7918,10070,0,Yes,18,3,2,1,9,3,2,0,0,7,0
31,No,Travel_Frequently,475,Research & Development,17,4,Life Sciences,11767,2,Female,45,4,2,Research Scientist,3,Married,5405,5309,5,No,23,3,4,1,9,3,2,9,9,1,1
57,Yes,Travel_Rarely,958,Research & Development,20,1,Medical,11768,3,Female,59,4,2,Sales Executive,2,Single,7659,19922,6,No,19,4,3,0,33,1,1,2,2,9,2
24,No,Travel_Rarely,767,Research & Development,9,3,Other,11769,3,Female,48,1,2,Research Scientist,2,Married,7410,5119,9,No,18,3,2,0,2,2,2,2,2,8,2
45,No,Travel_Rarely,341,Research & Development,21,5,Life Sciences,11770,2,Female,99,1,3,Sales Executive,3,Divorced,10350,9114,1,No,22,3,4,1,20,1,3,5,4,4,5
43,No,Travel_Rarely,555,Sales,13,3,Human Resources,11771,1,Male,65,1,3,Sales Representative,4,Married,11448,25016,5,No,25,4,2,0,22,5,3,5,4,6,4
35,No,Travel_Rarely,464,Research & Development,19,5,Life Sciences,11772,1,Female,30,3,3,Sales Representative,1,Divorced,9525,18616,5,Yes,19,3,2,2,14,3,4,7,0,7,5
48,No,Travel_Rarely,648,Research & Development,7,5,Technical Degree,11773,2,Female,66,3,3,Manufacturing Director,3,Single,11069,20196,6,Yes,23,3,4,1,23,3,3,5,3,8,5
54,No,Travel_Rarely,310,Research & Development,15,3,Technical Degree,11774,1,Male,60,4,2,Human Resources,1,Married,9996,23823,2,Yes,18,3,4,2,32,2,1,18,2,1,12
43,No,Travel_Rarely,1486,Sales,24,3,Technical Degree,11775,2,Male,56,3,2,Laboratory Technician,1,Divorced,7105,25785,8,Yes,22,3,2,2,18,3,4,17,14,0,11
50,No,Non-Travel,136,Sales,27,4,Technical Degree,11776,2,Male,46,3,2,Sales Executive,3,Married,9021,9238,5,No,13,3,4,1,28,2,4,13,5,5,9
40,No,Travel_Rarely,730,Sales,2,5,Life Sciences,11777,4,Male,85,4,3,Sales Representative,3,Single,11063,8296,4,No,24,3,4,0,17,2,4,3,3,2,3
40,Yes,Travel_Frequently,453,Sales,9,3,Marketing,11778,2,Female,93,3,2,Sales Executive,3,Single,8756,3765,3,Yes,11,4,2,0,16,2,3,3,3,1,3
27,No,Travel_Rarely,612,Research & Development,15,2,Marketing,11779,3,Male,56,4,1,Research Scientist,3,Married,6519,14129,6,No,11,3,4,1,6,4,3,6,6,8,2
40,No,Travel_Rarely,333,Research & Development,26,4,Technical Degree,11780,2,Male,73,2,3,Manufacturing Director,2,Married,12371,15547,1,No,23,3,3,0,20,2,2,10,10,2,5
34,No,Travel_Rarely,555,Research & Development,17,5,Medical,11781,1,Female,34,4,2,Sales Executive,4,Single,9055,11882,5,Yes,15,4,4,0,9,3,3,9,0,2,4
47,No,Travel_Rarely,665,Sales,15,3,Medical,11782,1,Male,44,3,3,Manufacturing Director,3,Married,12241,23365,5,Yes,24,3,3,2,28,2,4,15,9,5,13
43,No,Travel_Rarely,1329,Research & Development,12,3,Marketing,11783,1,Male,65,3,3,Research Scientist,1,Single,12246,4419,6,No,21,4,4,1,19,3,4,5,5,7,5
42,No,Travel_Rarely,1150,Research & Development,16,3,Life Sciences,11784,1,Female,32,3,5,Manufacturing Director,3,Single,17273,22374,6,No,18,3,1,1,17,2,3,0,0,9,0
57,No,Travel_Frequently,645,Research & Development,2,1,Marketing,11785,3,Male,35,1,2,Manager,3,Single,8297,17408,9,No,13,3,4,0,37,2,4,10,9,9,4
23,No,Travel_Frequently,626,Sales,25,3,Life Sciences,11786,3,Male,89,3,3,Research Scientist,3,Married,10387,19319,4,No,20,3,4,1,5,4,3,5,5,6,5
51,No,Travel_Rarely,871,Research & Development,4,2,Life Sciences,11787,4,Male,70,2,3,Research Scientist,4,Married,11924,16578,9,No,13,3,2,0,33,1,3,13,4,4,2
48,No,Travel_Frequently,910,Human Resources,3,3,Medical,11788,4,Female,92,3,5,Research Scientist,3,Single,17365,17075,1,Yes,24,3,2,0,26,2,3,7,6,6,7
28,No,Travel_Rarely,860,Research & Development,19,3,Technical Degree,11789,3,Male,56,2,2,Research Scientist,3,Married,7174,20599,2,No,23,3,1,2,9,3,4,9,6,9,2
41,No,Travel_Rarely,471,Research & Development,29,1,Marketing,11790,2,Male,31,3,3,Manager,1,Married,10077,22136,3,No,23,3,3,0,16,4,4,8,6,9,8
52,No,Non-Travel,426,Research & Development,9,1,Other,11791,3,Male,49,4,3,Laboratory Technician,4,Divorced,11112,21391,5,Yes,19,3,4,0,30,2,2,13,8,5,1
44,No,Travel_Rarely,1022,Sales,25,2,Life Sciences,11792,1,Female,90,4,5,Healthcare Representative,2,Single,16764,22489,5,No,21,3,1,0,25,2,3,16,7,7,13
34,No,Travel_Rarely,179,Research & Development,1,4,Life Sciences,11793,3,Male,56,2,2,Healthcare Representative,2,Single,7352,4530,1,Yes,12,3,4,0,15,3,3,8,8,5,3
38,No,Travel_Rarely,556,Research & Development,1,2,Life Sciences,11794,1,Female,83,4,1,Laboratory Technician,1,Married,5544,15335,9,No,13,3,4,0,20,3,4,7,6,4,6
25,No,Travel_Rarely,973,Research & Development,19,2,Life Sciences,11795,3,Female,62,2,2,Laboratory Technician,3,Married,7907,17160,3,No,25,4,4,0,0,1,4,0,0,7,0
35,No,Travel_Rarely,786,Sales,10,5,Life Sciences,11796,2,Male,92,3,2,Research Scientist,4,Married,7073,9742,2,No,12,4,2,0,17,2,1,7,6,0,7
41,No,Travel_Rarely,991,Sales,10,3,Life Sciences,11797,2,Female,81,4,1,Manufacturing Director,4,Single,4791,21398,0,Yes,11,3,3,0,19,3,4,0,0,8,0
34,No,Travel_Rarely,283,Research & Development,10,3,Life Sciences,11798,3,Male,74,4,2,Laboratory Technician,4,Single,5749,2449,6,Yes,16,3,4,0,9,1,4,9,2,0,5
24,No,Travel_Frequently,548,Research & Development,8,3,Technical Degree,11799,4,Male,77,3,3,Research Scientist,4,Married,10275,18495,3,No,11,3,3,1,2,3,4,2,0,3,2
47,Yes,Travel_Rarely,626,Research & Development,26,2,Marketing,11800,3,Female,66,1,2,Laboratory Technician,3,Single,8807,16866,0,Yes,23,3,1,0,25,4,2,5,5,8,4
47,No,Travel_Rarely,325,Research & Development,14,2,Medical,11801,1,Male,69,4,2,Manufacturing Director,4,Divorced,10346,2570,2,No,19,3,3,3,29,3,2,9,0,0,1
39,No,Travel_Frequently,755,Research & Development,13,3,Life Sciences,11802,4,Female,88,4,3,Laboratory Technician,1,Married,10758,17669,5,No,12,3,2,2,20,2,1,7,7,4,5
53,No,Travel_Rarely,1087,Research & Development,5,3,Life Sciences,11803,2,Female,51,4,2,Sales Executive,3,Divorced,8663,13720,3,No,19,4,1,1,32,3,3,16,10,1,1
35,No,Travel_Rarely,426,Sales,18,3,Life Sciences,11804,4,Female,57,3,1,Human Resources,1,Married,5260,20244,0,No,12,3,2,0,12,2,3,5,0,2,5
24,No,Travel_Rarely,869,Sales,17,3,Life Sciences,11805,3,Male,59,3,3,Healthcare Representative,1,Divorced,11350,17650,8,No,23,3,4,2,3,3,3,0,0,7,0
22,No,Travel_Rarely,147,Research & Development,6,3,Life Sciences,11806,4,Female,72,1,1,Research Scientist,4,Married,4849,21342,9,Yes,12,3,2,2,0,2,3,0,0,0,0
47,No,Travel_Rarely,1002,Research & Development,20,1,Life Sciences,11807,4,Male,35,4,3,Healthcare Representative,3,Divorced,11386,3011,0,No,23,3,3,0,26,2,2,3,3,4,0
45,No,Travel_Rarely,690,Research & Development,29,4,Other,11808,3,Male,51,4,2,Healthcare Representative,2,Single,8217,21150,5,Yes,12,3,3,1,24,3,3,7,7,3,7
56,No,Travel_Rarely,1408,Research & Development,5,3,Medical,11809,1,Male,54,4,2,Manufacturing Director,1,Single,10456,9186,5,No,16,3,3,0,38,1,4,6,6,9,6
35,No,Travel_Rarely,1272,Research & Development,22,5,Life Sciences,11810,1,Male,53,4,1,Manufacturing Director,1,Divorced,5772,9476,5,No,24,3,2,0,13,2,4,13,5,1,7
24,No,Travel_Rarely,1183,Sales,24,4,Life Sciences,11811,1,Male,39,3,2,Sales Executive,1,Married,5868,9627,1,No,21,4,3,0,5,3,2,5,5,6,5
34,No,Travel_Rarely,623,Sales,13,2,Life Sciences,11812,4,Female,99,3,4,Research Scientist,3,Married,13707,26501,2,No,22,3,1,3,16,3,3,10,6,6,3
35,No,Travel_Rarely,841,Research & Development,16,5,Life Sciences,11813,3,Female,31,2,2,Laboratory Technician,1,Single,8622,7799,6,Yes,13,3,4,0,10,1,2,7,7,3,3
